"","Asignatura","Profesor","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10"
"514",15,11,8,6,7,7,8,4,7,5,8,7
"515",15,11,7,5,5,7,7,2,6,6,6,4
"516",15,11,8,8,9,8,8,5,7,6,10,8
"517",15,11,8,7,7,6,7,3,9,5,8,9
"518",15,11,8,4,4,4,5,1,8,4,3,6
"519",15,11,9,8,8,10,8,3,9,7,10,9
"520",15,11,10,10,10,10,9,9,10,9,10,10
"521",15,11,8,9,8,9,8,8,9,9,9,9
"522",15,11,10,10,10,9,10,8,10,10,10,10
"523",20,16,8,6,7,7,7,6,7,6,8,6
"524",20,16,10,10,10,10,10,10,10,10,10,10
"525",20,16,9,9,9,9,9,9,9,9,9,9
"526",20,16,3,3,3,3,3,3,3,3,3,3
"527",20,16,6,5,5,6,6,7,6,6,6,6
"528",20,16,7,5,5,6,5,7,7,6,3,6
"529",20,16,9,8,9,9,8,9,9,8,9,8
"530",20,16,8,8,9,8,6,10,9,8,6,8
"531",20,16,10,10,10,10,10,10,10,10,10,10
"532",20,16,10,10,10,10,10,10,10,10,10,10
"533",20,16,6,5,5,5,5,10,5,6,4,6
"534",20,16,7,7,8,7,8,7,8,8,8,8
"535",20,16,6,6,8,7,6,10,7,9,6,7
"536",20,16,9,7,8,8,8,10,10,9,7,8
"537",20,16,6,5,5,7,8,9,8,9,8,8
"538",19,15,9,9,9,8,7,4,8,8,8,8
"539",19,15,5,5,1,1,1,1,5,5,4,2
"540",19,15,9,8,9,9,7,6,10,10,8,8
"541",19,15,7,6,6,7,5,4,6,5,5,4
"542",19,15,7,7,8,8,6,2,5,7,6,7
"543",19,15,9,9,8,10,6,4,9,5,8,8
"544",19,15,9,9,9,9,9,6,9,9,9,9
"545",19,15,5,3,4,4,3,3,4,3,3,3
"546",19,15,8,9,8,7,9,6,10,9,10,7
"547",19,15,9,9,10,9,8,8,9,9,9,9
"548",19,15,9,6,8,8,6,7,9,5,8,7
"549",19,15,9,6,9,8,8,7,9,5,9,7
"550",19,15,10,10,10,10,9,10,10,9,10,9
"551",19,15,10,10,10,10,9,4,10,9,10,10
"552",19,15,9,5,5,5,8,2,8,2,2,5
"553",19,15,9,8,7,5,9,5,10,10,7,9
"554",19,15,7,5,6,7,5,1,5,4,3,3
"555",19,15,5,8,8,9,6,2,5,6,8,9
"556",21,17,9,9,9,9,9,5,9,9,9,9
"557",21,17,8,7,7,8,9,9,9,9,8,8
"558",21,17,5,5,8,7,8,8,7,8,8,7
"559",21,17,10,10,10,10,10,10,10,10,10,10
"560",21,17,9,10,8,10,10,5,10,9,9,9
"561",21,17,7,7,7,8,7,8,7,9,8,8
"562",21,17,9,7,7,9,9,7,9,7,6,8
"563",21,17,6,3,5,5,4,4,8,6,8,5
"564",21,17,10,9,7,8,7,7,7,7,9,8
"565",21,17,6,9,7,9,8,4,10,9,9,9
"566",21,17,8,9,8,9,8,7,10,9,10,9
"567",21,17,8,8,9,9,8,8,9,9,10,9
"568",17,13,9,9,9,8,8,9,9,9,10,9
"569",17,13,7,5,8,8,8,7,6,7,7,7
"570",17,13,10,10,10,9,9,10,10,10,10,10
"571",17,13,8,7,10,7,8,10,9,10,8,8
"572",17,13,9,6,9,5,9,9,9,9,9,9
"573",17,13,9,9,9,9,9,9,9,9,9,9
"574",17,13,10,9,9,9,9,9,9,9,9,9
"575",17,13,9,8,9,9,9,9,9,8,9,9
"576",17,13,10,10,10,10,10,10,10,10,10,10
"577",17,13,8,8,8,7,9,9,10,10,9,9
"578",17,13,3,3,4,1,6,7,2,7,2,1
"579",17,13,7,5,6,6,6,8,8,8,6,8
"580",17,13,5,4,3,3,6,10,8,7,5,6
"581",17,13,7,7,6,5,6,6,9,8,7,7
"582",17,13,10,10,10,9,9,10,10,10,10,10
"583",17,13,5,1,3,3,6,10,8,4,5,5
"584",17,13,5,3,4,2,5,10,7,5,4,5
"585",17,13,8,7,8,8,7,6,5,6,7,8
"586",23,19,8,7,10,9,8,9,10,9,9,8
"587",23,19,9,8,5,5,9,2,8,1,2,6
"588",23,19,10,10,10,10,10,10,10,10,10,10
"589",23,19,9,10,9,10,10,10,10,10,10,10
"590",23,19,9,8,8,8,7,8,8,8,8,6
"591",23,19,6,4,5,7,8,6,6,6,4,7
"592",23,19,10,10,9,9,10,8,10,9,10,9
"593",23,19,10,9,10,8,9,10,10,8,9,10
"594",23,19,9,9,9,8,9,9,8,8,9,9
"595",23,19,8,9,8,10,8,10,10,10,9,9
"596",23,19,8,8,8,6,6,8,6,6,6,3
"597",23,19,6,9,7,7,5,3,8,8,9,8
"598",23,19,8,7,7,9,6,7,7,7,8,7
"599",23,19,7,6,6,6,7,5,8,7,7,7
"600",23,19,10,10,10,10,10,10,10,10,10,10
"601",23,19,8,8,9,9,7,6,9,6,9,7
"602",23,19,9,9,8,9,8,9,8,9,9,8
"603",23,19,8,8,7,7,7,3,8,8,6,7
"604",23,19,6,7,8,7,4,5,7,3,9,9
"605",23,19,6,7,2,4,5,6,6,5,7,6
"606",23,19,8,9,9,8,7,7,9,4,6,8
"607",23,19,9,9,9,8,8,1,8,6,9,8
"608",23,19,8,8,9,9,9,7,9,9,9,10
"609",18,10,9,8,8,7,8,9,9,9,9,8
"610",18,10,9,8,9,8,9,8,9,9,9,9
"611",18,10,10,10,10,10,10,10,10,10,10,10
"612",18,10,8,9,10,10,10,10,9,10,10,10
"613",18,10,8,7,7,8,7,8,7,7,7,7
"614",18,10,10,10,10,10,10,10,10,10,10,10
"615",18,10,5,4,7,7,3,8,6,5,8,6
"616",18,10,8,7,7,9,9,10,9,10,9,9
"617",18,10,8,8,8,10,9,9,8,8,8,8
"618",18,10,1,3,1,6,3,1,7,5,2,4
"619",18,10,6,6,8,8,7,7,3,6,6,6
"620",18,10,9,9,10,8,8,7,5,8,8,9
"621",18,10,7,8,7,6,7,8,7,8,7,6
"622",18,10,8,7,7,9,7,10,10,9,8,8
"623",18,10,4,2,6,6,7,10,7,9,7,8
"624",18,10,10,9,9,9,10,9,9,10,9,10
"625",18,10,8,9,8,10,10,8,10,10,7,9
"626",18,10,8,9,8,10,10,8,10,10,8,9
"627",18,10,2,2,2,8,8,9,3,7,2,2
"628",18,10,5,4,2,7,9,9,8,7,8,7
"629",18,10,4,4,5,8,5,6,3,6,7,6
"630",18,10,7,7,8,8,8,8,6,9,8,8
"631",18,10,6,5,5,8,10,9,1,9,7,6
"632",18,10,10,9,9,9,8,9,8,9,10,10
"633",18,10,7,6,9,9,8,9,9,9,8,9
"634",18,10,4,9,9,8,9,10,7,7,7,7
"635",18,10,8,7,10,9,9,9,9,9,9,9
"636",24,20,9,9,9,7,7,6,10,8,9,8
"637",24,20,9,8,9,9,9,9,6,8,9,9
"638",24,20,8,7,7,5,4,10,5,6,8,5
"639",24,20,9,6,7,5,4,4,4,3,2,3
"640",24,20,8,7,9,7,9,10,8,9,9,9
"641",24,20,8,9,8,7,8,10,9,7,9,9
"642",24,20,10,10,10,9,9,10,10,8,10,10
"643",24,20,6,2,3,4,2,1,1,5,5,2
"644",24,20,6,7,6,5,4,10,5,4,5,3
"645",24,20,4,3,3,2,3,10,9,6,4,4
"646",24,20,10,8,10,9,9,10,9,9,10,9
"647",24,20,10,10,9,9,10,10,10,10,10,9
"648",24,20,9,9,8,8,8,10,9,8,10,9
"649",24,20,1,4,4,3,4,10,5,4,5,6
"650",24,20,9,7,8,8,7,10,8,8,10,8
"651",24,20,7,6,7,5,8,10,7,6,8,7
"652",24,20,8,8,8,8,8,9,8,8,8,9
"653",24,20,7,7,6,6,6,9,6,5,9,7
"654",24,20,10,9,9,7,9,10,9,9,10,10
"655",24,20,9,9,9,9,9,9,9,9,9,9
"656",24,20,9,6,9,5,8,10,9,7,10,8
"657",22,18,2,2,3,3,3,3,4,4,3,4
"658",22,18,6,4,4,3,8,7,5,5,5,5
"659",22,18,7,9,6,7,5,10,9,10,7,7
"660",22,18,2,1,3,2,3,2,1,1,1,1
"661",22,18,3,2,4,4,2,4,4,3,2,3
"662",22,18,8,5,6,5,3,9,8,3,6,6
"663",22,18,7,8,9,8,9,10,7,5,8,8
"664",22,18,4,3,4,4,3,4,4,8,4,3
"665",22,18,3,3,2,3,4,4,3,3,5,3
"666",22,18,3,2,2,4,4,5,8,2,2,4
"667",22,18,5,2,1,4,1,7,9,1,2,2
"668",22,18,9,10,9,10,10,10,10,10,10,10
"669",22,18,7,6,6,5,5,5,5,4,6,5
"670",22,18,7,6,6,7,5,6,5,7,5,6
"671",22,18,5,5,5,5,7,7,7,7,5,8
"672",22,18,8,6,8,8,7,9,8,9,8,10
"673",22,18,1,2,1,1,2,1,3,2,1,2
"674",22,18,2,1,3,3,2,5,4,5,2,3
"675",22,18,6,5,7,5,5,5,7,6,7,7
"676",22,18,1,1,1,3,2,1,5,5,1,2
"677",2,6,7,5,7,8,4,10,10,10,10,8
"678",2,6,8,7,9,9,9,10,9,10,10,8
"679",2,6,9,8,8,8,8,8,10,10,9,9
"680",2,6,8,8,8,8,8,8,8,10,10,9
"681",2,6,6,5,4,6,6,9,9,9,8,7
"682",2,6,7,6,6,6,7,6,9,9,7,8
"683",2,6,8,7,8,6,7,8,9,8,8,8
"684",2,6,9,9,9,8,9,9,10,10,8,10
"685",2,6,7,8,8,10,8,7,8,9,10,9
"686",2,6,8,9,7,10,8,10,10,10,7,9
"687",1,31,8,7,7,6,7,9,8,8,7,8
"688",1,31,9,8,9,8,9,10,10,10,8,9
"689",1,31,9,8,8,8,8,8,10,7,10,8
"690",1,31,9,8,9,8,9,10,10,7,9,9
"691",1,31,4,7,4,7,4,10,8,10,7,6
"692",1,31,5,5,1,5,6,5,4,3,4,5
"693",1,31,9,8,8,8,7,10,8,10,9,9
"694",3,2,8,7,7,7,6,10,10,10,7,7
"695",3,2,9,8,7,8,6,10,10,8,8,8
"696",3,2,10,9,10,10,8,9,10,9,10,9
"697",3,2,8,7,8,6,8,8,7,6,9,10
"698",3,2,7,6,6,9,8,10,10,9,8,10
"699",3,2,9,9,8,10,7,9,9,9,8,9
"700",3,2,10,9,9,10,8,10,10,10,9,10
"701",3,2,7,7,9,9,9,10,10,10,8,9
"702",3,2,9,8,8,9,8,10,10,9,8,9
"703",201,201,8,9,8,8,7,5,9,9,8,8
"704",201,201,9,8,8,7,7,8,9,9,9,8
"705",201,201,10,10,10,9,10,6,10,10,10,10
"706",201,201,8,9,9,9,8,9,9,9,8,10
"707",201,201,10,10,10,10,10,9,10,10,10,10
"708",201,201,9,9,9,10,9,3,9,9,9,9
"709",201,201,9,8,8,9,9,8,10,10,10,9
"710",201,201,7,8,7,10,9,7,9,10,8,8
"711",203,228,3,3,3,1,2,9,1,4,4,6
"712",203,228,3,6,5,7,4,5,7,7,8,4
"713",205,205,10,9,9,8,7,9,8,9,9,9
"714",205,205,10,10,10,10,10,10,10,10,10,10
"715",205,205,8,7,5,6,5,9,7,6,7,7
"716",205,205,10,10,10,10,10,10,10,10,10,10
"717",205,205,7,7,5,6,8,10,2,5,10,7
"718",205,205,8,9,7,10,8,10,10,10,10,8
"719",205,205,10,9,9,9,8,10,10,8,10,9
"720",205,205,9,9,9,8,7,10,10,9,10,9
"721",205,205,8,9,10,8,7,9,8,8,10,9
"722",205,205,10,10,9,10,9,10,9,8,10,9
"723",202,202,10,10,10,10,10,8,10,10,10,9
"724",202,202,8,10,9,10,5,10,10,9,10,9
"725",202,202,8,8,8,10,8,10,10,7,8,9
"726",202,202,8,8,6,9,7,10,10,10,9,7
"727",202,202,5,4,5,8,8,10,10,7,6,6
"728",202,202,10,8,10,8,8,10,10,8,8,9
"729",202,202,7,5,9,6,7,9,6,8,6,7
"730",202,202,7,7,7,7,7,10,10,9,8,8
"731",202,202,2,3,1,7,5,8,6,1,2,5
"732",202,202,5,1,4,10,7,10,10,10,6,7
"733",202,202,1,1,1,2,1,8,1,1,1,1
"734",202,202,6,3,4,10,7,9,10,8,3,6
"735",202,202,4,4,5,6,5,8,7,6,4,4
"736",202,202,3,1,1,8,7,8,9,9,7,6
"737",202,202,6,2,5,8,9,10,9,4,7,6
"738",202,202,4,3,4,4,6,10,8,10,3,4
"739",202,202,4,4,3,5,6,5,10,9,6,7
"740",202,202,7,4,6,7,6,10,10,7,6,7
"741",202,202,7,4,5,7,6,8,9,7,4,6
"742",202,202,8,4,5,6,4,8,9,4,6,7
"743",202,202,6,4,4,7,4,10,5,3,3,5
"744",202,202,7,5,6,7,4,8,6,3,5,6
"745",202,202,2,2,2,4,3,10,9,8,2,3
"746",202,202,10,10,8,10,8,10,10,5,10,10
"747",202,202,8,2,3,10,7,7,3,2,2,7
"748",202,202,7,7,6,7,6,10,10,8,8,8
"749",202,202,7,7,8,6,6,5,8,7,4,6
"750",202,202,1,1,1,3,4,10,9,1,2,1
"751",202,202,6,3,5,10,1,10,9,10,7,9
"752",202,202,7,3,3,3,4,2,3,5,5,2
"753",203,228,4,3,4,6,7,8,5,6,3,3
"754",203,228,6,9,7,8,9,10,8,8,6,9
"755",203,228,6,9,6,7,5,8,8,6,7,9
"756",203,228,3,2,3,3,5,5,6,1,2,4
"757",203,228,1,4,1,9,5,8,1,7,1,1
"758",203,228,4,7,6,5,6,7,8,2,2,5
"759",203,228,5,5,4,5,3,8,6,5,1,4
"760",203,228,1,2,1,1,1,1,1,1,1,1
"761",203,228,1,1,1,4,4,5,2,2,1,1
"762",203,228,1,1,1,2,1,4,1,1,3,2
"763",203,228,1,3,1,1,2,3,1,1,1,1
"764",203,228,1,3,1,3,1,1,1,1,1,1
"765",203,228,4,3,3,4,4,4,4,4,4,5
"766",203,228,1,1,1,1,2,7,5,5,2,1
"767",203,228,1,1,1,1,1,1,1,1,1,1
"768",203,228,4,6,4,3,5,8,4,4,2,4
"769",203,228,2,1,2,1,3,7,1,1,1,1
"770",203,228,3,6,6,5,6,5,6,1,2,2
"771",203,228,1,1,1,1,1,8,6,1,1,3
"772",203,228,10,10,10,10,10,10,10,10,10,10
"773",203,228,8,7,8,9,9,8,10,9,9,8
"774",203,228,7,6,6,6,6,6,6,1,6,7
"775",203,228,8,7,7,8,7,9,9,5,10,8
"776",205,205,8,8,9,8,8,8,9,7,10,9
"777",205,205,10,10,10,10,10,10,10,10,10,10
"778",205,205,10,10,10,10,10,10,10,10,10,10
"779",205,205,10,10,10,10,10,10,10,10,10,10
"780",205,205,10,10,10,10,10,10,10,10,10,10
"781",205,205,8,9,10,8,7,10,10,8,8,8
"782",205,205,10,8,9,10,9,9,10,9,10,9
"783",205,205,9,8,9,9,8,10,9,9,8,9
"784",205,205,10,10,10,10,10,10,10,10,10,10
"785",205,205,9,9,9,9,9,9,9,9,9,9
"786",205,205,10,9,9,10,9,10,9,10,10,9
"787",205,205,10,10,10,10,10,10,10,10,10,10
"788",205,205,9,8,10,10,10,10,9,10,10,7
"789",205,205,10,10,10,10,10,10,10,10,10,10
"790",205,205,10,7,7,6,8,9,10,8,9,9
"791",205,205,10,10,10,10,10,10,10,10,10,10
"792",205,205,10,7,7,7,5,5,7,8,8,7
"793",205,205,6,6,7,7,7,6,6,7,8,6
"794",205,205,9,9,9,9,8,10,10,10,10,10
"795",205,205,10,10,10,10,8,10,10,10,8,8
"796",205,205,10,10,10,10,10,10,10,10,10,9
"797",205,205,10,10,10,10,10,10,10,10,10,10
"798",205,205,10,10,10,10,9,10,10,10,10,10
"799",205,205,10,10,10,10,8,10,10,9,10,10
"800",205,205,10,10,10,10,10,10,10,10,10,10
"801",205,205,10,10,10,10,10,10,10,10,10,10
"802",205,205,10,10,10,10,10,10,10,10,10,10
"803",205,205,10,10,10,10,10,10,10,10,10,10
"804",201,201,10,10,10,10,10,10,10,10,10,10
"805",201,201,8,9,10,10,10,9,10,10,10,10
"806",201,201,9,9,9,9,9,9,9,9,9,9
"807",201,201,7,10,6,8,7,10,10,10,9,8
"808",201,201,10,10,10,10,10,10,10,10,10,10
"809",201,201,10,10,10,10,10,10,10,10,10,10
"810",201,201,10,10,10,10,10,10,10,10,10,10
"811",201,201,9,9,9,9,9,3,9,9,9,9
"812",201,201,9,9,9,10,10,6,10,9,10,9
"813",201,201,10,10,10,10,10,10,10,10,10,10
"814",201,201,9,9,8,9,9,7,10,10,9,9
"815",201,201,10,8,10,9,10,6,10,8,10,9
"816",201,201,7,7,8,7,8,5,10,10,8,10
"817",201,201,10,8,8,9,10,7,10,10,8,9
"818",201,201,8,5,9,9,10,8,10,10,5,10
"819",201,201,6,6,7,6,8,5,7,9,7,9
"820",201,201,10,8,8,10,9,10,10,10,9,9
"821",201,201,9,9,9,10,10,10,10,10,9,9
"822",201,201,10,8,10,10,10,10,10,10,9,10
"823",201,201,7,8,6,6,6,7,9,8,8,7
"824",201,201,8,7,8,7,5,6,8,8,9,8
"825",201,201,9,9,10,9,10,9,9,10,9,10
"826",204,204,9,10,10,6,10,9,10,6,10,10
"827",204,204,10,10,10,10,10,10,10,10,10,10
"828",204,204,10,10,10,10,10,10,10,10,10,10
"829",204,204,7,5,5,5,7,8,9,7,6,7
"830",204,204,9,10,9,6,5,10,10,8,10,8
"831",204,204,9,8,8,8,10,10,10,7,10,9
"832",204,204,10,10,10,10,10,10,10,8,10,10
"833",204,204,8,9,9,6,9,10,8,8,8,9
"834",204,204,9,9,9,7,9,10,9,7,9,9
"835",204,204,7,7,5,6,6,10,10,10,9,10
"836",204,204,8,7,8,7,8,7,8,7,8,7
"837",204,204,8,8,8,6,9,9,7,9,9,8
"838",204,204,8,2,5,1,6,10,7,7,5,6
"839",204,204,8,8,8,8,7,7,8,8,7,9
"840",204,204,9,9,9,9,9,9,9,9,9,9
"841",204,204,8,8,10,7,7,10,9,5,10,10
"842",204,204,10,10,10,10,10,10,10,10,10,10
"843",204,204,10,9,10,9,10,10,10,10,10,10
"844",204,204,9,10,9,8,10,10,10,9,10,10
"845",204,204,9,9,9,7,9,9,9,8,10,10
"846",204,204,9,10,10,6,8,10,10,9,10,9
"847",204,204,10,10,9,8,5,10,10,5,9,9
"848",204,204,7,6,8,5,7,10,7,8,7,7
"849",204,204,8,10,9,7,9,10,9,10,9,9
"850",204,204,10,10,9,8,9,10,10,10,10,10
"851",205,205,10,10,10,10,9,9,10,9,10,9
"852",205,205,10,10,10,8,10,10,8,10,10,10
"853",205,205,9,10,9,10,10,8,9,8,10,10
"854",205,205,10,10,10,10,10,10,10,10,10,10
"855",205,205,10,10,10,10,10,10,10,10,10,10
"856",205,205,10,10,10,10,10,10,10,10,10,10
"857",205,205,8,9,9,9,7,7,7,8,10,8
"858",205,205,10,10,10,10,10,10,10,10,10,10
"859",205,205,8,7,7,7,6,9,9,6,7,8
"860",205,205,10,10,10,10,10,10,10,10,10,10
"861",205,205,10,10,10,10,10,10,10,10,10,10
"862",205,205,6,4,3,6,4,9,6,7,9,4
"863",205,205,8,8,9,8,8,9,9,7,9,9
"864",205,205,9,6,8,9,10,10,9,10,9,10
"865",205,205,10,10,10,10,10,10,10,10,10,10
"866",205,205,10,9,8,7,10,9,9,7,10,9
"867",205,205,8,9,8,7,8,9,10,7,9,8
"868",205,205,8,9,8,9,8,8,9,7,9,9
"869",205,205,10,10,10,9,9,10,9,9,9,9
"870",205,205,10,9,10,10,10,10,10,9,10,10
"871",205,205,10,10,10,9,10,10,10,10,10,9
"872",205,205,10,9,10,9,8,10,8,10,10,9
"873",205,205,10,10,10,10,8,9,10,8,10,10
"874",205,205,5,4,6,6,4,9,6,6,3,6
"875",205,205,10,10,10,9,7,10,10,8,10,10
"876",205,205,7,6,6,7,6,6.5,8,5,8,6.5
"877",205,205,10,10,10,10,10,10,10,10,10,10
"878",205,205,8,2,5,3,1,4,4,1,9,4
"879",205,205,10,8,9,9,8,10,8,6,10,10
"880",203,203,10,10,9,9,10,10,10,10,10,10
"881",203,203,6,5,7,7,7,10,9,8,6,6
"882",203,203,7,7,10,9,7,10,10,5,7,7
"883",203,203,8,8,8,10,9,9,10,9,8,9
"884",203,203,9,10,10,9,9,9,10,10,9,10
"885",203,203,7,10,7,7,7,10,8,7,9,8
"886",203,203,2,2,3,3,3,6,5,3,1,2
"887",203,203,7,7,9,8,7,8,8,6,9,8
"888",203,203,7,5,6,6,8,9,8,7,5,7
"889",203,203,6,5,7,8,5,8,10,8,5,7
"890",203,203,8,9,10,9,5,9,10,4,9,9
"891",203,203,5,2,6,5,8,8,10,10,2,6
"892",203,203,9,9,10,10,8,10,10,7,10,10
"893",203,203,2,1,3,5,4,6,5,2,3,3
"894",203,203,6,4,5,7,7,8,9,9,6,6
"895",203,203,7,7,7,8,9,10,10,9,7,7
"896",203,203,7,4,7,8,8,10,10,10,5,10
"897",202,202,5,3,2,4,4,5,7,2,1,3
"898",202,202,10,9,9,10,9,8,9,10,10,9
"899",202,202,2,1,5,5,4,8,7,2,3,3
"900",202,202,7,8,7,9,7,10,7,7,8,8
"901",202,202,3,4,4,4,1,5,4,1,4,3
"902",202,202,5,4,4,6,3,5,6,6,6,6
"903",202,202,7,5,8,9,7,5,10,7,8,8
"904",202,202,8,6,7,10,8,5,10,7,8,8
"905",202,202,10,9,9,10,9,10,10,10,9,10
"906",202,202,7,5,6,4,7,10,10,6,5,8
"907",202,202,6,6,5,10,10,10,10,9,8,7
"908",202,202,5,4,5,10,10,9,10,8,7,6
"909",202,202,6,5,5,10,10,10,10,9,7,7
"910",202,202,8,7,9,10,9,8,10,6,6,8
"911",202,202,5,2,1,6,4,9,6,8,1,3
"912",202,202,9,7,6,7,6,9,9,8,6,6
"913",202,202,5,4,5,9,6,10,10,8,7,7
"914",202,202,5,3,5,7,5,10,10,8,3,6
"915",202,202,5,4,5,8,7,10,10,6,5,5
"916",202,202,5,2,5,8,8,10,10,7,5,5
"917",202,202,7,5,8,5,9,10,10,8,7,9
"918",202,202,9,9,9,9,6,9,9,9,8,8
"919",201,201,10,9,9,9,9,10,3,4,4,6
"920",201,201,9,9,9,10,9,9,10,10,10,10
"921",201,201,8,5,7,10,9,10,10,10,9,9
"922",201,201,7,6,7,9,8,9,9,9,7,8
"923",201,201,10,9,8,8,10,9,10,10,8,9
"924",201,201,9,8,10,10,8,7,10,10,8,10
"925",201,201,10,9,9,10,10,10,10,9,9,9
"926",201,201,9,9,9,8,9,9,9,9,10,9
"927",201,201,9,9,9,10,10,9,9,10,10,9
"928",201,201,9,8,8,8,8,8,7,7,6,8
"929",201,201,9,10,10,10,10,10,10,10,10,10
"930",201,201,10,10,10,9,9,10,10,10,10,10
"931",201,201,8,8,7,6,6,9,9,9,7,7
"932",201,201,8,6,7,8,9,8,9,10,7,8
"933",201,201,10,8,9,10,10,10,10,10,9,10
"934",201,201,9,9,9,10,9,9,9,9,9,10
"935",201,201,8,7,7,8,7,9,9,10,6,7
"936",201,201,7,6,3,8,7,9,10,10,2,4
"937",201,201,8,8,8,3,5,9,9,6,8,8
"938",201,201,9,8,8,10,10,10,10,10,10,10
"939",201,201,6,9,8,9,10,10,10,10,10,10
"940",201,201,10,10,10,10,10,10,10,10,10,10
"941",201,201,7,3,3,8,5,9,10,10,4,7
"942",201,201,8,4,7,8,5,8,8,5,8,7
"943",201,201,7,5,5,5,7,10,7,9,7,6
"944",201,201,8,4,9,9,6,10,10,5,9,9
"945",201,201,8,9,6,10,9,10,10,10,10,10
"946",201,201,9,7,7,10,10,10,10,9,8,9
"947",201,201,10,10,10,10,10,9,10,10,10,10
"948",201,201,9,9,8,10,10,10,10,10,9,9
"949",201,201,7,6,6,5,2,9,3,2,6,6
"950",204,204,10,10,9,8,9,10,9,6,10,10
"951",204,204,6,4,6,5,6,5,7,4,5,6
"952",204,204,10,10,10,10,10,10,10,10,10,10
"953",204,204,9,5,6,5,10,5,7,6,6,6
"954",204,204,7,7,6,5,5,8,5,8,6,6
"955",204,204,9,8,8,6,7,8,8,7,9,8
"956",204,204,9,9,9,6,7,9,8,9,9,8
"957",204,204,6,5,6,4,5,6,6,7,5,6
"958",204,204,10,10,10,8,8,10,10,9,10,10
"959",204,204,10,5,9,2,9,10,10,1,5,7
"960",204,204,10,9,8,9,10,10,10,9,10,9
"961",204,204,9,7,9,5,8,8,9,4,9,10
"962",204,204,9,7,9,6,8,8,9,5,9,8
"963",204,204,10,9,10,8,8,10,10,9,10,10
"964",204,204,7,4,6,5,6,10,9,3,6,6
"965",204,204,7,7,7,7,8,8,6,7,9,7
"966",204,204,8,5,6,7,7,7,7,7,8,7
"967",204,204,10,9,8,7,6,9,10,6,10,8
"968",204,204,9,10,9,7,9,10,9,6,9,9
"969",204,204,10,9,10,10,8,10,10,8,10,10
"970",204,204,6,6,6,6,5,4,6,5,6,6
"971",204,204,7,7,7,5,6,9,8,7,7,7
"972",204,204,10,10,10,10,8,10,10,9,10,10
"973",204,204,10,10,8,8,9,10,9,9,10,9
"974",204,204,7,9,6,5,9,10,9,7,10,9
"975",204,204,9,6,6,5,6,7,9,7,7,7
"976",204,204,6,9,6,5,9,10,10,7,7,9
"977",201,211,8,7,10,8,8,6,8,8,10,9
"978",201,211,6,8,10,8,9,10,9,8,9,9
"979",201,211,7,9,7,8,7,6,7,6,8,7
"980",201,211,7,7,8,7,6,6,8,8,8,7
"981",201,211,8,10,10,9,7,7,9,9,10,9
"982",201,211,10,10,10,10,10,10,10,10,10,8
"983",201,211,10,10,10,9,10,9,10,9,10,9
"984",201,211,8,8,10,10,9,9,10,10,10,9
"985",201,211,8,10,8,7,6,7,8,7,10,9
"986",201,211,10,10,10,10,10,10,10,10,10,10
"987",201,211,8,10,9,6,7,6,8,6,10,9
"988",201,211,8,10,10,8,6,4,8,8,10,9
"989",201,211,9,10,6,7,5,8,6,5,7,6
"990",201,211,10,10,10,10,10,7,10,10,10,10
"991",201,211,10,10,9,10,10,9,10,10,10,10
"992",201,211,8,10,7,7,3,5,9,8,9,8
"993",201,211,10,10,10,10,10,8,10,10,10,10
"994",209,209,1,1,2,4,4,10,10,6,10,3
"995",209,209,2,1,1,1,2,9,2,3,1,1
"996",209,209,6,5,6,5,7,5,7,6,5,6
"997",209,209,5,2,2,6,4,8,8,2,4,4
"998",209,209,3,3,3,4,3,3,1,2,3,4
"999",209,209,4,4,3,3,2,8,7,4,3,3
"1000",209,209,7,5,5,4,4,8,6,5,8,7
"1001",209,209,8,3,6,5,7,8,9,7,3,7
"1002",206,206,7,7,7,8,9,8,7,8,7,7
"1003",206,206,6,7,8,8,8,5,10,10,9,8
"1004",206,206,4,7,7,9,9,4,6,3,9,7
"1005",206,206,7,5,6,5,7,8,9,9,5,7
"1006",206,206,7,7,6,8,7,3,10,2,8,8
"1007",206,206,6,7,5,5,2,2,6,5,10,6
"1008",206,206,7,5,5,5,6,6,8,6,6,7
"1009",206,206,1,1,1,1,4,1,3,2,1,1
"1010",206,206,9,8,8,10,10,10,8,8,10,9
"1011",206,206,8,8,9,9,8,5,8,8,7,8
"1012",206,206,6,8,8,7,8,5,8,9,8,9
"1013",206,206,9,7,8,9,8,6,9,8,8,9
"1014",207,206,6,6,6,5,6,9,6,8,7,7
"1015",207,206,5,5,8,8,9,3,6,3,8,7
"1016",207,206,7,7,6,6,8,7,7,7,8,8
"1017",207,206,7,7,7,9,7,5,10,10,9,9
"1018",207,206,6,7,7,7,6,3,5,2,6,8
"1019",207,206,9,10,9,10,9,9,8,8,10,9
"1020",207,206,7,7,7,6,8,6,7,8,7,7
"1021",207,206,8,8,8,8,5,8,8,8,7,9
"1022",207,206,6,5,7,6,5,6,7,7,6,7
"1023",207,206,8,9,7,9,8,7,8,9,8,9
"1024",207,206,1,1,1,2,3,1,1,2,1,1
"1025",208,207,8,8,8,8,9,9,8,9,9,9
"1026",208,207,8,9,9,8,10,9,9,9,8,9
"1027",208,207,9,9,10,8,10,9,9,10,8,9
